755|1|44|7
756|1|30|16
757|0|26|5
758|0|27|5
759|1|20|5
760|1|35|1
761|0|17|5
762|0|32|4
763|0|27|8
764|1|27|7
765|0|31|5
766|0|42|1
767|0|70|14
768|0|29|4
769|0|39|3
770|0|28|5
771|0|26|5
772|0|50|2
773|0|20|5
774|0|30|5
775|0|46|3
776|0|30|11
777|0|63|10
778|0|34|5
779|0|31|5
780|0|49|10
781|0|20|5
782|1|21|13
783|0|30|15
784|0|47|4
785|0|32|14
786|1|36|14
787|1|18|5
788|0|51|4
789|0|29|1
790|0|27|0
791|0|31|7
792|0|40|10
793|0|22|5
794|0|32|7
795|0|30|10
796|1|32|2
797|1|44|1
798|1|40|2
799|1|49|4
800|0|25|10
801|0|22|2
802|0|35|4
803|0|70|4
804|0|39|7
805|1|27|1
806|0|27|15
807|1|41|17
808|0|45|19
809|1|50|15
810|1|55|1
811|1|40|7
812|0|22|0
813|1|14|5
814|0|30|1
815|0|32|1
816|0|34|1
817|0|19|5
818|0|28|11
819|0|59|4
820|0|22|5
821|0|37|14
822|1|29|11
823|0|27|13
824|0|31|1
825|0|44|14
826|0|28|13
827|1|23|14
828|0|28|11
829|0|48|2
830|0|46|10
831|0|21|1
832|0|24|0
833|0|34|2
834|0|26|1
835|1|44|3
836|0|44|13
837|1|36|13
838|0|23|5
839|1|38|9
840|0|39|13
841|0|45|20
842|0|40|2
843|0|35|11
844|0|22|14
845|0|64|20
846|0|27|6
847|0|29|5
848|0|46|14
849|1|15|5
850|0|34|0
851|0|18|1
852|0|46|4
853|0|49|2
854|1|29|5
855|0|53|11
856|1|43|15
857|1|35|4
858|0|63|7
859|1|18|1
860|1|70|18
861|1|38|5
862|0|25|3
863|0|17|5
864|0|27|10
865|0|25|13
866|0|45|1
867|0|24|8
868|0|21|10
869|0|30|5
870|0|22|5
871|0|31|3
872|1|19|5
873|1|48|4
874|0|36|8
875|1|24|5
876|0|41|1
877|0|30|1
878|1|50|7
879|1|33|4
880|0|13|5
881|0|39|15
882|0|35|14
883|0|49|11
884|0|44|14
885|1|30|1
886|0|20|5
887|1|14|5
888|0|41|8
889|0|24|0
890|0|32|5
891|1|51|4
892|0|36|1
893|0|25|5
894|0|47|7
895|1|31|11
896|0|28|2
897|0|30|1
898|0|23|12
899|0|32|1
900|0|60|18
901|0|38|3
902|1|45|13
903|0|28|7
904|1|17|5
905|0|27|1
906|0|45|11
907|1|25|1
908|1|44|11
909|1|50|7
910|0|28|17
911|1|37|2
912|0|51|1
913|0|27|5
914|1|44|1
915|0|50|9
916|0|27|14
917|1|22|5
918|0|40|8
919|0|25|1
920|1|30|13
921|1|20|5
922|1|29|4
923|0|21|5
924|0|29|1
925|1|18|19
926|0|49|9
927|0|23|10
928|0|21|5
929|0|44|8
930|1|28|8
931|0|60|7
932|0|58|7
933|0|28|5
934|0|61|14
935|0|42|20
936|0|24|1
937|0|48|7
938|1|38|0
939|1|26|5
940|0|32|4
941|0|20|5
942|1|48|11
943|0|22|5
